,class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
317,neg,114,na,20,12,0,0,0,0,0,19754,20028,7834,2118,0,0,0,16866,0,0,0,8210,21550,27776,17132,48982,7732,0,0,0,0,264,208,0,0,0,0,0,0,0,32572,17162,0,1686,372,456,906,4182,42132,0,0,0,0,40366,5300,1246,1282,842,108,84,420,82,4,85052,2,10,0,2,16866,538,24688,23290,na,na,na,na,na,na,na,na,48040,113.05,85052,85052,81522,123,0,7732,84160,49734,1209600,1424,0,14,0,12244.8,0.0,36197.76,0,80,0,20754,17880,6242,3554,1110,180,14,0,0,4,24,85052,na,1238,66,922,4156,14096,28230,1026,0,0,0,10,356,11180,706,0,0,0,0,14092,256,442,0,0,0,0,0,0,0,0,1090,40,6,0,0,434,82,360,36,0,0,0,0,0,231.12,250,38376,7382,808,280,446,676,738,1028,0,0,0,0
318,neg,702,0,16,14,0,0,0,0,0,448,7356,42984,2686,0,0,0,25732,0,0,0,2166,4148,45496,39326,14254,3114,0,0,0,0,32,30,0,0,0,0,0,0,0,6128,47346,0,1534,150,198,216,724,45546,2142,2964,0,0,31534,15390,2548,1406,1326,720,404,146,0,0,61994,0,2,12,0,25732,678,5108,8872,na,na,na,na,na,na,na,na,13760,702.89,61994,61994,61062,190,0,5836,61400,53580,1209600,1162,0,6,0,36646.08,0.0,15612.48,2,36,0,0,5680,10888,9994,9756,16996,136,24,0,2,8,61994,0,1466,40,1614,966,1632,9130,37506,1080,40,0,32,50,36498,15896,0,0,0,0,38158,160,124,0,0,0,0,0,0,0,0,634,96,24,0,0,622,134,2040,444,0,0,0,0,0,281.56,112,17616,6940,1700,834,2010,2836,3148,18120,270,0,0,0
319,neg,1730,na,2130706432,36,0,0,0,0,0,0,70,17256,77584,4610,0,0,44196,0,0,0,0,0,102572,94076,12236,5370,0,0,0,0,68,38,0,0,0,0,0,9442,71970,3730,14378,0,136,44,56,214,2072,96960,38,0,0,0,35370,46352,11754,5410,516,86,32,0,0,0,114820,12,304,26,2,44196,940,5980,6218,na,na,na,na,na,na,na,na,11960,1729.6,114820,114820,116096,362,58,11278,114540,99520,1209600,2230,2,4,0,90197.76,0,9196.8,0,30,0,0,0,6484,60002,31378,1318,310,28,0,0,6,114820,na,204,20,1918,3244,1358,26762,63714,2204,96,0,46,118,89690,57806,0,2,0,16,90954,110,32,0,0,0,0,0,0,0,0,562,390,372,0,0,1762,336,711300,71134,0,0,0,0,729600,82.22,72,9994,9858,4714,2092,10772,62048,42,0,0,0,0,0
320,neg,10,0,10,10,0,0,0,0,0,0,5794,890,1816,0,0,0,3012,0,0,0,38,132,11608,9564,29594,662,0,0,0,0,4,16,0,0,0,0,0,0,0,3154,5346,0,46,0,2,36,950,1354,6112,0,0,0,7282,258,254,112,50,366,178,0,0,0,41268,0,4,0,0,3012,164,27612,1968,na,na,na,na,na,na,na,na,29480,10.62,41268,41268,42484,32,0,4036,41060,8542,1209600,244,4,2,0,1494.72,0,6024.96,0,10,0,0,5734,674,1084,998,10,0,0,0,0,4,41268,0,1018,2,16,4,1936,4946,578,0,0,0,6,40,1932,204,0,0,0,0,1942,46,54,0,0,0,0,0,0,0,0,158,0,0,0,0,62,16,2260,228,0,12,0,0,0,0.9,42,7164,1094,60,16,28,16,70,52,0,0,0,0
321,neg,926,na,34,32,0,0,0,0,0,0,114,15104,76356,9482,0,0,36478,0,0,0,0,0,98442,89556,11776,5616,0,0,0,0,40,30,0,0,0,0,0,0,66528,9450,25078,0,108,18,28,52,11006,89698,146,0,0,0,65062,28656,5096,1730,328,110,64,10,0,0,110256,0,12,94,0,36478,1108,3338,8404,na,na,na,na,na,na,na,na,11400,925.16,110256,110256,115984,214,10,10794,109880,101056,1209600,2840,4,10,0,69232.32,0.0,31700.16,0,0,0,0,0,0,76524,23512,778,212,30,0,10,16,110256,na,214,22,630,31132,5766,16496,44708,2054,34,0,48,94,70584,25300,0,34,0,24,70870,202,84,0,0,0,0,0,0,0,0,548,162,106,0,0,1840,328,127240,12708,0,0,0,0,0,74.18,80,34020,28466,3458,1598,5286,27732,478,18,0,0,0,0
322,neg,137086,na,2130706432,742,0,0,0,0,0,0,4582,1423572,5887954,1719284,68500,862,4326636,0,0,0,0,0,8330462,7447146,1618152,682302,0,0,0,0,1390,328,0,0,0,0,0,4048,7759524,1152710,188472,0,8338,2520,5022,9394,1276084,7802952,442,0,2,0,3355798,1871914,667568,588274,560962,532074,658734,865056,4374,0,9952174,376,446,920,96,4326636,99892,860190,753652,156360,197180,168320,178680,215880,263780,206300,178020,22000,137086.14,9952174,9952174,9858656,59534,8198,9112,241540,9104754,1209600,272100,2,154,0,7472088.96,0.0,1622153.28,0,1444,0,0,0,151362,3242418,4395902,1189564,105750,19334,424,0,18,9952174,na,21750,2240,232894,1017610,444822,3531828,3708986,144062,562,0,1216,972,7482322,101388,0,802,0,18,7615692,7606,394,0,0,0,0,0,0,0,0,71796,77928,37534,0,0,181948,29334,21440800,2243504,0,0,0,0,46540740,3786.68,5488,1710448,1722526,1034670,472698,837672,638620,521526,417728,1347314,401552,0,0
323,neg,2152,na,0,na,0,0,0,0,0,0,1046,42100,167304,27030,0,0,100054,0,210,0,0,0,201532,147850,122660,30248,0,0,0,0,0,0,0,0,0,0,0,1384,233916,0,2180,0,2982,418,624,770,5276,184640,42758,12,0,0,176824,36370,12784,5944,1806,1208,1354,1010,176,4,324412,522,1094,50,210,100054,3610,60396,60878,na,na,na,na,na,na,na,na,120100,2151.56,324412,324412,305396,609,15616,30482,322000,237480,1209600,0,na,na,na,141161.28,0.0,92970.24,na,na,0,0,0,14860,124746,80722,14782,2052,318,0,na,0,324412,na,2962,188,28790,32312,32970,113574,24884,1752,48,0,na,na,na,na,na,na,na,na,na,614,182,0,0,0,0,0,0,0,0,3098,1502,316,0,0,6912,1160,301940,40458,0,0,0,0,1076440,na,na,101916,45086,14240,7810,11886,51958,2402,1242,940,0,0,0
324,neg,28142,na,na,na,0,0,0,0,0,0,367712,1151360,100242,14,0,0,485810,0,0,na,4944,7894,1474524,1379138,214186,67482,0,0,0,0,0,0,0,0,0,0,0,5476,197484,149820,1266548,0,2118,164,326,630,17236,1534862,63990,2,0,0,383700,551682,245810,139500,74664,55516,73100,86222,8598,536,1693964,292,796,164,68,485810,11682,101680,111906,156820,0,0,0,0,0,0,0,53880,28141.18,1693964,1693964,na,8989,51834,na,479800,na,1209600,0,na,na,na,1517566.08,0.0,97475.52,na,na,0,0,90406,1165874,333156,23214,5030,1494,154,0,na,0,1693964,na,2708,216,41702,44214,95818,1306334,125088,3248,0,0,na,na,na,na,na,na,na,na,na,1120,70,na,na,na,na,na,na,na,na,6814,17824,3990,0,0,38160,4930,5629000,735218,0,0,0,0,na,na,na,110174,199396,154774,89090,339070,602118,84450,20728,18712,816,0,0
325,neg,1170,2,2130706444,na,0,0,0,0,0,0,66264,19376,17054,0,0,0,7066,0,0,0,826,1196,94564,85706,13844,6290,0,0,0,0,6,42,0,0,0,0,0,0,120,82786,19788,0,196,16,40,832,284,442,100884,0,0,0,59446,17916,10130,4264,2512,2164,2170,1998,632,1462,109276,20,18,12,0,7066,882,4522,9258,na,na,na,na,na,na,na,na,13360,1170.95,109276,109276,110414,404,3502,10696,108700,103168,1209600,0,na,na,na,59186.88,27360.96,15284.16,2,26,0,0,8914,20652,45616,21822,3246,1360,1084,0,na,82,109276,0,1330,58,2820,19072,8870,15308,54426,776,34,0,na,na,na,na,na,na,na,na,na,168,22,0,0,0,0,0,0,1100,27956,1082,188,92,0,0,1980,612,124240,26680,0,0,0,0,170990,1.92,130,44302,9434,4740,1546,4308,5228,5660,27034,442,0,0,0
326,neg,32514,na,2130706432,0,0,0,0,0,0,0,14102,439352,4210446,1786232,146506,3154,3422630,0,0,0,0,0,5891562,4795904,1313990,865040,0,0,445538,0,37026,4312,0,0,0,0,0,52186,6504496,25272,17838,0,12880,10122,12856,18766,377992,6165768,1408,0,0,0,3260746,1330922,555562,441250,373234,412522,225518,38,0,0,7208780,118,152,1032,86,3422630,132506,603082,707382,257300,259640,212140,159220,154240,na,na,na,244480,32513.11,7208780,7208780,7219848,30040,76510,98612,1129260,6599792,1209600,258710,0,0,0,4824856.32,0.0,1753554.24,0,1612,0,0,0,19316,381316,2068200,3009254,984396,131312,5998,0,3282,7208780,na,20914,3554,887388,881036,323824,2210536,2138900,132084,1552,4,0,0,0,0,0,0,0,0,0,13666,1406,0,0,0,0,0,0,0,0,94668,2942,910,0,0,107046,40792,62198060,8253548,2331564,8714,0,0,179170,5423.18,6706,1822510,4299106,412870,26090,28124,4798,2102,1494,2698,0,0,0
327,neg,374,0,26,22,0,0,0,0,0,466,23652,4952,26888,0,0,0,11462,0,0,0,2046,3388,41728,38660,12604,988,2,0,0,0,22,42,0,0,0,0,0,0,0,46758,9200,0,26372,84,44,50,50,11218,17420,720,0,0,21878,13174,2750,2894,5268,4950,5044,0,0,0,56420,4,2,4,0,11462,402,8332,4210,na,na,na,na,na,na,na,na,12300,374.64,56420,56420,82822,281,0,5402,55960,56076,1209600,1138,0,2,0,21539.52,0.0,8254.08,0,30,0,0,11604,4284,21472,5958,12222,418,0,0,24,36,56420,0,26398,34,26,236,166,6796,20714,1584,4,0,44,160,18534,62,0,4,0,0,22504,138,128,0,0,0,0,0,0,0,0,410,12,2,0,0,496,98,24580,2458,0,0,0,0,0,192.18,92,10050,5218,1214,452,25402,322,700,12502,98,0,0,4
328,neg,856,na,20,18,0,0,0,0,0,0,52,0,23856,32902,0,0,22916,0,0,0,0,0,52252,47434,5808,3198,0,0,0,0,34,20,0,0,0,0,0,0,53256,2542,1012,0,1072,30,40,52,4264,51350,2,0,0,0,33716,17314,4360,814,254,352,0,0,0,0,58080,0,4,198,0,22916,592,2038,3754,na,na,na,na,na,na,na,na,5700,855.94,58080,58080,66090,171,266,5702,57940,56810,1209600,1638,2,8,0,47394.24,0,8348.16,0,0,0,0,0,0,3604,50550,2244,308,100,4,2,12,58080,na,1120,16,326,5930,972,10672,36868,830,76,0,38,80,46990,14410,0,26,0,18,47728,110,22,0,0,0,0,0,0,0,0,292,360,120,0,0,1156,294,106080,11710,0,0,0,0,0,44.02,40,10196,9244,1648,808,7318,22558,4806,222,10,0,0,0
329,neg,35064,na,878,820,0,0,0,0,0,116096,1508114,1042868,133106,202,0,0,1112272,0,0,0,104036,160656,2350382,2105142,718782,248632,2,0,0,0,392,4366,0,0,0,0,0,0,13430,1492612,1294344,0,2470,416,646,1188,73124,2722494,48,0,0,0,891936,1190242,389462,142180,67670,36952,25352,32446,22646,1500,3174270,1296,1458,480,6,1112272,37172,366160,349852,264400,315780,na,na,na,na,na,na,130120,35064.26,3174270,3174270,3172044,10240,0,69228,745980,2800386,1209600,110088,2,170,0,2161391.04,0,635946.24,0,698,0,20566,733922,1494740,457944,70198,18098,4748,170,0,0,48,3174270,na,6368,896,2276,477960,144808,685698,1433682,48490,208,0,578,9830,2196776,469194,0,226,0,0,2197864,3768,4248,0,0,0,0,0,0,0,0,20458,5464,1520,4986558,579732,120290,16104,12017020,1202576,3082286,34016,0,0,34064230,1632.6,1888,678418,642924,294140,103630,168448,207498,199984,498094,7250,0,0,0
330,neg,37574,na,126,118,0,0,0,0,0,0,5904,769954,1243750,139402,1294,0,1021374,0,0,0,0,0,1923522,1621998,412592,246700,0,0,0,0,456,104,0,0,0,0,0,0,495174,1508050,157080,0,2020,308,588,62560,1334624,748208,11996,0,0,0,532290,604348,257668,183744,148154,202402,231698,0,0,0,2336674,0,72,1198,14,1021374,26516,224264,184944,257960,na,na,na,na,na,na,na,148940,37574.24,2336674,2336674,2328014,15111,53092,108462,1120940,2160304,1209600,66212,2,28,0,1967027.52,0.0,191287.68,0,0,0,0,0,85270,825794,950422,266236,25758,5816,1008,184,198,2336674,na,3540,500,38424,82392,54778,1092718,862178,25478,296,0,180,438,1844110,339162,0,1052,0,26,1988360,1682,298,0,0,0,0,0,0,0,0,16118,21598,5790,0,0,60994,10518,354680,78878,0,0,0,0,0,1604.82,1284,211064,280420,184024,112144,328130,383778,409808,155110,89796,6030,0,0
331,neg,42336,na,480,392,0,0,0,0,0,5398,104130,708046,1511966,458714,45974,1538,1249558,0,0,0,4100,5802,2600342,2329044,406344,218494,0,0,0,0,198,76,0,0,0,0,0,126614,1107680,1000662,600810,0,1834,764,1168,30216,1702534,1097578,1672,0,0,0,914648,775926,237218,183542,147196,122962,148254,297394,8626,0,3011452,872,400,504,10,1249558,32994,228020,177494,144000,180020,na,na,na,na,na,na,76340,42335.56,3011452,3011452,3012152,18250,4588,55414,584040,2835766,1209600,88088,0,66,0,2376241.92,0.0,457587.84,0,0,0,0,18374,349982,889552,1277604,278926,18440,2774,114,146,160,3011452,na,3994,508,74044,242162,154284,1766158,578618,15924,74,0,1254,210,2347574,186908,0,15284,0,0,2398262,1830,156,0,0,0,0,0,0,0,0,17304,40186,7742,0,0,81178,14372,36900,11858,0,0,0,0,2977910,1059.92,1174,477344,474382,341554,160120,335184,357728,308998,166692,204474,9290,0,0
332,neg,14,na,36,6,0,0,0,0,0,0,6114,1924,956,0,0,0,2768,0,0,0,592,1178,6610,4738,11582,690,0,0,0,0,10,16,0,0,0,0,0,0,0,0,8994,0,1004,12,26,14,500,7438,0,0,0,0,7228,944,94,206,40,36,314,132,0,0,18822,2,6,2,0,2768,178,9002,2566,na,na,na,na,na,na,na,na,11360,13.98,18822,18822,13804,25,0,1768,18600,8994,1209600,352,0,4,0,2016.0,0.0,6013.44,0,12,0,0,3496,3418,1382,502,196,0,0,0,26,30,18822,na,992,14,18,16,274,760,6322,526,72,0,8,20,1980,40,0,22,0,0,2550,58,26,0,0,0,0,0,0,0,0,204,0,0,1082,260,76,26,120,12,8738,16,0,0,0,69.32,52,7102,1530,198,50,76,28,10,0,0,0,0,0
333,neg,38652,na,98,88,0,0,0,0,0,0,170686,742816,1459160,246634,3730,0,1169796,0,0,0,6926,10542,2350440,2077600,336110,244466,0,0,0,0,172,54,0,0,0,0,0,142702,1419982,837532,222810,0,2626,464,616,29800,1562328,1023814,3378,0,0,0,523982,849868,445416,344182,250364,150094,56486,2634,0,0,2693940,34,452,134,8,1169796,30320,179568,154774,135620,173920,na,na,na,na,na,na,21700,38652.6,2693940,2693940,2706760,14952,1422,24744,269680,2623020,1209600,89996,0,46,0,2444200.0,0.0,176032.4,0,0,0,0,48032,284134,1052728,1098246,127280,9416,3034,156,2,6,2693940,na,4350,500,39406,81644,60662,1855142,543936,36854,532,0,138,170,2443400,56286,0,22656,0,14,2463880,1428,130,0,0,0,0,0,0,0,0,16318,39678,5494,0,0,72852,9602,114180,16718,0,0,0,0,722290,997.44,1032,192134,584444,585808,283628,446376,258040,125756,59314,81850,5676,0,0
334,neg,50994,na,0,na,0,0,0,0,0,0,1230,553722,1973644,683918,36170,206,1610976,0,0,0,0,0,2859158,2468102,777666,348928,0,0,0,0,0,0,0,0,0,0,0,19564,882726,1592326,754274,0,1720,1404,1262,30762,2640082,573428,232,0,0,0,899780,853690,306020,273398,235306,224516,363832,92348,0,0,3636974,512,122,522,210,1610976,54986,521796,255214,299280,222460,251360,na,na,na,na,na,1180,50993.65,3636974,3636974,3624778,21813,83720,119040,4320,3248890,1209600,0,na,na,na,2766158.4,0.0,480918.72,0,0,0,0,0,78578,1190966,1617506,347370,11592,2802,76,na,0,3636974,na,2746,300,71850,257300,202118,2064176,639226,11120,54,0,na,na,na,na,na,na,na,na,na,1534,78,0,0,0,0,0,0,0,0,26256,37670,7942,0,0,120978,28344,4165900,668938,0,0,0,0,993670,809.48,780,496582,443842,382764,211524,483226,425622,393964,220308,190462,596,0,0
335,pos,153204,0,182,na,0,0,0,0,0,11804,684444,326536,31586,0,0,0,2658638,14346,0,0,29384,46356,5566182,4426834,1571480,1120644,2,0,0,0,1368,862,0,0,0,0,0,0,0,94188,960182,0,250,16,32,146,126,951126,91162,11512,0,0,702994,186172,69282,36640,20698,17720,18586,2278,0,0,7167172,692,152,1690,294,2658638,126990,355360,1215418,263620,263960,253220,260500,270840,na,na,na,255200,153203.49,7167172,7167172,1065896,2169,415352,108024,1114900,6785612,1209600,0,na,na,na,14779408.32,5602235.52,6587273.28,0,8,0,0,32854,113024,413450,341800,110462,40426,2354,0,na,0,7167172,0,556,62,11606,370336,119892,399936,149156,2826,0,0,na,na,na,na,na,na,na,na,na,16910,218,0,0,55760,1433920,0,0,0,0,51558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,166,512878,293880,129862,26872,34044,22472,34362,0,0,0,0,0
336,pos,762958,na,na,na,na,na,776,281128,2186308,8123016,18022646,17301098,6753568,649400,33662,0,14649948,0,0,na,5043850,7995294,30556606,30750228,11311258,4023056,na,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,13248978,22775258,9051478,3522892,1865404,1339114,808046,603756,121146,15530,46928678,na,na,na,na,14649948,625808,4416756,6867730,360880,360780,362340,312140,332700,301160,357580,399320,231440,762958.1,46928678,46928678,58063226,264513,na,na,809460,53351602,1209600,na,na,na,na,39460076.16,0.0,6396803.52,na,na,598472,3427866,13985542,19947034,11835244,3217070,305942,32080,2320,32,na,na,46928678,na,44018,7646,3005974,2626958,22675436,24722062,269506,2,0,0,2568,9484,11671410,3283150,282,2846,0,0,12020128,na,na,na,na,na,na,na,na,na,na,382508,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
337,pos,912384,na,na,na,na,na,0,0,0,0,12410,3444142,46023314,16217464,522104,9322,25738014,25152,58,na,0,0,48265972,37880966,20583684,10167390,na,0,3108,0,na,na,0,0,0,0,0,3732294,28207790,33031304,1257368,0,181192,185874,771600,45584242,18835804,670044,0,0,0,0,14569932,15183546,5093226,4697956,4344838,4549974,5979774,11333846,475658,6,68855276,na,na,na,na,25738014,993618,8645906,11879130,397540,345240,315160,380820,346880,341660,404160,357020,315460,912384.2,68855276,68855276,68904822,526669,na,na,1010980,66228756,1209600,na,na,na,na,55478685.12,0.0,10707326.4,na,na,0,0,0,130734,11972804,38796712,13979888,1181270,150978,16370,na,na,68855276,na,74452,13146,5635620,5276366,30592078,23530886,1102126,4082,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,655456,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10887134,15039430,7958290,3800292,8566444,8613822,5996898,2777986,2539192,49268,na,na
338,pos,892422,2,1342,1100,0,0,0,2716,656148,6846624,21333132,22695462,8334248,1986652,327964,17764,26875368,235886,94,0,2294762,3437188,46652870,41451492,15255118,6687458,6,0,0,0,6186,1228,0,0,0,0,0,0,23792,13840832,48285686,50400,52244,34994,48384,71232,185406,49097488,5554344,7109344,47274,0,23012672,7833952,5720658,5127916,3904614,2748506,2239066,2139132,1144070,8330124,64205334,3642,22626,99908,1378,26875368,731486,3958206,11270660,265460,346980,347980,356440,296880,334560,373960,401500,34220,892421.26,64205334,64205334,63813102,419321,21616,86480,50780,62212374,1209600,1260042,548,1032,0,43941357.12,1535.04,18235850.88,1216,5454,176938,1229048,6005028,8426506,13212502,12192052,10233412,7058654,2809886,856684,6860,6932,64205334,0,36586,4658,5471602,10833706,3557272,39006848,3216320,73358,348,12,1618,3184,43559262,23029052,0,27436,0,0,44009312,40460,612,0,0,610,1946,0,0,0,0,449008,260914,82750,93766826,14978470,911038,187328,116960,43454,58337656,43900,0,0,733953930,12161.64,10284,18397906,4428482,3500996,1980134,5102372,7882256,14095922,6605678,206190,774,0,0
339,pos,176346,0,6982,5922,0,0,0,0,65836,1630616,6046848,8558602,3968884,1505456,226574,9498,9383512,62856,0,0,333186,588808,16831678,13634210,6167358,3167918,2,0,0,0,12492,662,0,0,0,0,0,0,0,11303786,10708528,0,76870,57096,115770,252764,893158,18717854,1037794,861006,2,0,11880844,3578322,1332820,949220,754338,620842,535542,453510,230214,1676662,23334738,4392,3532,11184,444,9383512,333218,1549580,4605254,330380,252020,315720,314280,348540,479600,409580,359020,71820,176346.98,23334738,23334738,23120580,93881,5442,10950,324340,22020288,1209600,805308,2520,410,0,12745801.92,4301268.48,4953680.64,2834,7114,4476,173284,1546138,3046078,6818106,5035720,2172564,1337050,1191700,687198,266,302,23334738,0,23138,2884,5299354,3383890,1627112,8260900,3315736,98514,786,0,11016,1042,12114810,2107980,40,112848,0,0,13123484,46552,800,4334400,5418598,0,0,0,0,0,0,218208,71196,14194,0,0,747882,123950,546180,94506,0,0,0,0,28429950,7061.74,7040,9531556,4754898,2428526,720862,1189150,1710512,1018248,626354,32208,0,0,0
340,pos,1086734,na,na,na,0,0,0,0,0,0,30852,6514980,60480536,11501290,150142,48,30292968,150728,122,na,0,0,56560208,42526336,24636188,12821538,0,0,0,0,0,0,0,0,0,0,0,9836,195734,24315122,54160294,0,145312,138502,146152,139044,23191566,54215812,704588,8,2,0,28646226,13510036,6015268,4470444,4165454,6946892,11099530,3726698,99988,538,81201502,808,1778,2608,3250,30292968,1425534,11792798,12784822,390680,404820,403480,358260,373200,380560,352620,329860,12560,1086733.01,81201502,81201502,80213746,573445,3052318,na,43820,78681570,1209600,0,na,na,na,67056136.32,0.0,11562346.56,0,0,0,0,0,776778,33511648,38907668,5050354,385434,48232,960,na,0,81201502,na,50484,11414,2840076,6988178,28318676,39379732,1089922,2592,0,0,na,na,na,na,na,na,na,na,na,30426,2228,na,na,na,na,na,na,na,na,862040,1167566,285656,0,0,2583386,426868,46558460,16652020,0,0,0,0,na,22768.28,24862,11866528,17692108,10418606,5879290,12787218,11547080,5935580,1598690,932418,22944,0,0
341,pos,816316,na,56,na,0,0,0,0,0,0,0,0,0,0,0,0,21971642,12922,0,0,2203208,3946600,36482040,31612946,21919394,5914796,0,0,0,0,372,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60609844,1166,1598,880,0,21971642,679768,12459926,9445462,547180,510480,469960,566320,586520,571900,446500,498700,22880,816316.4,60609844,60609844,252,0,11930,65374,64560,0,1209600,0,na,na,na,40681610.88,0.0,8632452.48,0,0,0,0,0,0,0,0,0,0,0,0,na,0,60609844,na,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,4074,372,0,0,0,0,0,0,0,0,439874,14288,3314,0,0,75396,11080,2766460,329090,0,0,0,0,6316400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,pos,437486,0,na,na,0,0,0,96944,981638,2445458,4387124,4934430,1193480,292538,17296,90,11540160,3716,0,na,3997174,5265980,21756332,22841570,5441340,2397378,8,0,0,0,31244,14268,0,0,0,0,0,0,0,3483368,10865630,0,12554,16898,25734,31160,1230546,9670240,1414650,1947216,0,0,5221742,1769416,1238098,1116718,885608,675712,548194,490996,260324,2142190,31194474,9772,14692,11146,0,11540160,337506,1723248,3713394,312620,247260,212780,191520,153620,163260,172860,150260,246520,437486.14,31194474,31194474,14750100,101672,14908,na,939500,14362624,1209600,727278,na,na,na,22895272.32,1826874.24,5648574.72,714,1954,325324,905502,1102454,1428234,2822712,2303926,1903704,1923728,1202566,430848,na,8802,31194474,0,7542,1098,2763072,642524,757806,9753898,412292,10762,4,0,5470,60166,20560668,5244640,218046,20102,0,0,20907018,26604,462,na,na,na,na,na,na,na,na,213910,157224,42472,0,0,891918,187408,397700,198510,0,0,0,0,na,na,2236,3383586,1549146,1088628,576962,1260296,1452080,2642866,2303888,91546,0,0,0
343,pos,298418,na,758,592,0,0,0,16532,185432,2527400,5108956,5448306,2988024,759154,155052,0,6805620,572,0,na,1270424,1726160,13478148,13116564,2918564,1278220,6,0,0,0,2444,1036,0,0,0,0,0,0,0,3345860,13842992,0,9588,3136,5914,12204,725384,16432592,34,0,0,0,3787736,6128524,3677974,1605182,690464,426880,336936,295400,127276,112478,17669800,5632,14404,2188,2,6805620,196040,922992,1989734,241300,193100,189500,192880,186760,216460,225800,182440,289620,298418.42,17669800,17669800,17717040,107796,13986,na,705860,17188846,1209600,374126,0,716,0,14853667.2,0.0,2326155.84,na,na,50060,1222014,4313306,6581200,4199544,750028,60022,12088,588,0,322,342,17669800,na,12476,2520,1237506,977006,3149382,11778050,31910,0,0,0,676,1662,14770172,6422202,0,14486,0,0,14956166,13290,21112,0,0,0,0,0,0,0,0,114558,54676,15302,0,0,451822,70026,33140,32384,0,0,0,0,36989670,na,na,2418204,1827344,1405826,480178,1176638,2430398,2377636,5006194,66434,0,0,0
344,pos,1451520,na,na,na,0,0,0,0,0,5412,1120692,16722300,66344490,18780444,144620,768,16020624,39762,292088,0,7284,22274,38697362,32631094,12148502,4913152,0,0,0,0,0,0,0,0,0,0,0,2617284,41294050,47087548,12119844,0,99864,98560,205488,456330,26851246,75010660,395934,264,266,114,43446448,17158760,9863506,7008234,5977004,7639360,9853800,2156828,14784,2,50860412,3942,2358,6034,2654,16020624,654110,5737088,6354050,216580,384840,324580,303680,285900,304040,245280,283980,284400,1451519.92,50860412,50860412,105437254,663120,5052008,59430,1174920,103118726,1209600,0,na,na,na,92747480.64,0.0,10272229.44,0,0,0,0,130026,4822790,40169324,48981866,8138706,743366,129270,3378,na,0,50860412,na,90738,21344,7058232,6768384,34092748,53082852,2000070,4358,0,0,na,na,na,na,na,na,na,na,na,64356,2424,na,na,na,na,na,na,na,na,360094,985652,236084,0,0,3025458,415224,250471860,43843216,0,0,0,0,na,33952.58,42532,10675472,24228600,14516368,10638830,27009152,9559082,3619736,1412586,1434910,23990,0,0
